id,x,y,gender
06B,-0.5906208242602156,-0.4761550567545161,male
39B,-0.18323849644506607,-0.9987721318151421,male
45G,-0.997811633739412,-0.08920336832439613,female
60G,0.36317559669106025,-0.7416820704886966,female
01G,-0.49228883659144773,-0.47394650338509525,female w/o transcripts
09G,0.5137803719155517,-0.3033306371909407,female w/o transcripts
10G,0.37736467843333904,-0.48482941405006424,female w/o transcripts
12G,0.9974226205016133,0.16058180137989508,female w/o transcripts
18B,-0.23322367119400408,-0.23905119709054207,male w/o transcripts
21B,0.8744555458766076,-0.8675417930425344,male w/o transcripts
22B,-0.6960990671455242,0.12246218065800368,male w/o transcripts
25G,0.5181580408008066,-0.5265321733621012,female w/o transcripts
26B,0.4351722475755042,-0.44241647016657926,male w/o transcripts
28G,0.9981404665839715,-0.8378738602430136,female w/o transcripts
30B,0.5757981258251842,-0.1996919249916243,male w/o transcripts
35G,0.9979501775539611,0.18979522659772347,female w/o transcripts
40B,-0.36752530247960924,0.205719176996367,male w/o transcripts
41G,-0.20502816101345261,-0.7692324180357631,female w/o transcripts
43B,0.9989795898861145,0.9989831163336367,male w/o transcripts
44B,0.788791652827809,0.3329709542150902,male w/o transcripts
46G,0.8648056176337304,-0.9985346494805285,female w/o transcripts
47B,-0.2509242390022825,-0.15927415184284738,male w/o transcripts
48B,-0.020749359056541183,-0.11080149085469992,male w/o transcripts
54B,0.45523984765395736,-0.3179431148022826,male w/o transcripts
55G,-0.4181709380710438,-0.4685981526056747,female w/o transcripts
57B,0.2448710237755452,-0.9989057408867301,male w/o transcripts
58G,0.868045590881834,-0.18770454386507462,female w/o transcripts
59B,0.5041126212166658,-0.8007679009052351,male w/o transcripts
61B,0.07771640701032195,-0.13500949241854204,male w/o transcripts
19G,-0.06106348608848161,-0.9953048842239212,female w/o transcripts
11B,0.9980435730651052,0.4955147565091882,male w/o transcripts
