id,x,y,gender
01G,-0.6461004994413406,0.38236474721053143,female
09G,-0.2223550104357305,-0.44759011588548747,female
10G,-0.3040238856426848,0.10954424824428438,female
12G,0.7217778479152887,0.4674254120714808,female
18B,-0.9986500971456578,-0.08093029720820999,male
21B,-0.35122035055571377,0.14526731418516642,male
22B,-0.05086993654292424,0.494052911488647,male
25G,-0.9069754573363719,0.09600533250981053,female
26B,-0.7313531132815843,-0.2328971665177783,male
28G,-0.6124872667947319,0.07618119145920726,female
30B,-0.5484030507947533,-0.6521160774670172,male
35G,-0.7473177571777345,0.1796673196682712,female
40B,-0.9991098230925308,-0.1441137662233714,male
41G,-0.8120860363501511,-0.8362728740736756,female
43B,-0.11167606845377286,0.6274720016673337,male
44B,-0.3659156944124838,-0.7102836046759005,male
45G,-0.9977293069097837,0.5088896618476675,female
46G,0.21637094540906887,-0.3604146867592588,female
47B,-0.6477601909790567,-0.41728850179863897,male
48B,-0.9981799908727961,0.12909445034237044,male
54B,-0.49950465313972847,-0.5234161299678932,male
55G,-0.499288471381945,0.20539431477847828,female
57B,-0.4258593662814628,-0.10888454287791033,male
58G,-0.8468076655471347,-0.18276539554292814,female
59B,-0.7057570686140496,-0.49818490860945436,male
60G,-0.9260268732869905,-0.323699221750417,female
61B,-0.8098359908799962,-0.6066823979776951,male
